Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
64163.54,6.87,6.93,3.00,39354.79,1372878.534,"414 Ponce Trafficway
East Daniel, PA 37899-9523"
68606.87,5.93,6.98,3.43,36084.84,1117011.106,"2623 Christopher Mountains
New Ericfurt, IA 07112"
65739.69,6.20,6.72,4.16,27721.39,959734.8133,"368 Hannah Centers
East Brittany, NY 60473"
50709.35,4.76,6.82,3.18,60199.84,1074824.816,"923 Bautista Views
Moniquemouth, MP 97118"
65083.88,3.52,8.37,3.20,39498.30,922054.1319,"Unit 6318 Box 6858
DPO AA 84098"
58726.53,5.18,6.98,3.24,40771.03,1017374.023,"Unit 6719 Box 2139
DPO AA 32000"
58593.45,5.88,6.66,2.10,45694.51,1227401.539,"955 Brad Hills
West Robertside, NM 56475"
59466.87,6.50,7.11,3.26,44825.81,1226041.783,"61933 Sarah Landing
Farleyview, OK 34381-6999"
79619.86,4.75,8.35,3.11,36156.92,1411334.219,"8749 Zhang Mountains
East Jefferyfort, OK 42534-6471"
63134.64,6.68,8.48,6.25,27554.29,1317234.043,"15803 Robert Key Suite 514
East Lisa, PA 80155"
81699.92,6.78,4.77,4.40,33957.00,1250144.012,"9945 Frederick Prairie Suite 777
Porterville, ID 63454"
49863.23,6.78,9.64,5.03,42056.85,1389047.558,"USNS Howard
FPO AA 17082-9588"
66835.22,6.53,5.23,3.16,23523.60,792449.5431,"738 David Courts Suite 621
Brittanymouth, ND 83070-7865"
81301.92,7.08,6.78,4.06,40860.12,1860681.947,"24488 Pierce Mill Suite 585
Williamhaven, CO 55473"
67350.17,5.63,8.03,4.13,26076.39,1110827.822,"84727 Ryan Fields
South Josephfort, OH 79576-3487"
77947.46,6.44,7.19,5.46,29660.80,1539129.364,"201 Charles Views
Annamouth, PW 44280"
59941.02,6.51,6.94,2.37,37853.30,1132779.837,"0076 Jennifer Trail Suite 299
Port Debbie, UT 33510"
69876.36,5.00,7.25,6.13,20038.86,839629.5122,"Unit 7240 Box 7803
DPO AA 77851-4397"
74909.72,4.23,6.92,2.29,40193.53,1243239.003,"78595 Carl Points Apt. 859
Port Suzannestad, PR 35176"
62209.87,6.16,7.99,4.27,32529.95,1104109.035,"840 Kenneth Road Apt. 422
North Jamiebury, GU 27977"
83372.64,8.55,7.86,4.32,14502.44,1664301.512,"Unit 7072 Box 0519
DPO AA 59955"
59273.42,5.72,7.66,6.00,20353.16,818289.7642,"4150 Ethan Parks
Jacquelinehaven, MD 09840-9998"
52916.37,6.64,7.57,4.40,36105.07,1062666.366,"93303 Williams Expressway Apt. 435
New Sheryl, FM 51033"
64714.52,5.15,5.49,4.45,23836.54,730043.6451,"8656 Kim Run
Cardenasview, NC 44530"
63427.81,5.16,8.73,6.00,31689.93,1307173.872,"43885 Michael Lights Apt. 906
North Adam, AR 81654"
72885.52,7.64,4.97,2.22,36711.49,1464710.206,"0266 Hatfield Burg
Deborahhaven, OH 68256"
63780.04,5.04,5.89,4.10,32010.23,769851.8034,"79718 Daniel Common Suite 368
East Sean, ND 25047-3039"
59709.93,6.32,6.38,3.32,39383.97,1012023.399,"319 Wang Mills
New Kevinview, AS 20982-6227"
68275.58,5.53,6.28,4.13,31383.07,866328.1313,"8762 Christopher Views Apt. 442
West Madison, DC 99989-4103"
78556.80,6.16,5.78,3.16,34677.72,1222726.564,"8373 Adams Groves Apt. 581
Valenciafort, NM 75868-5023"
57471.94,5.97,7.36,5.37,35822.60,998702.0371,"6984 Guerrero Causeway
Leeborough, VT 73485"
58583.51,6.95,9.47,6.47,39910.34,1644242.137,"7763 Kelly Forges Suite 419
Kennethfort, WV 13606-7075"
66537.25,6.35,9.27,6.12,53721.14,1817188.451,"Unit 1668 Box 0567
DPO AP 07464-3406"
78269.14,6.52,6.02,2.30,54954.97,1553976.234,"PSC 2046, Box 9503
APO AE 31086-6640"
70562.36,7.04,5.01,3.48,26073.22,850593.3377,"34439 Julie Lock
West Kevin, AS 15672-4800"
65594.07,7.49,7.11,3.30,24580.56,1179987.324,"463 Avery Bypass
Tylerbury, NY 30504"
72493.21,6.61,7.51,4.23,40722.66,1554986.695,"7904 Moran Road Suite 869
New Timothybury, CA 14486-4596"
60757.08,6.49,8.16,5.35,35561.08,1281378.174,"86377 Vargas Burgs Suite 621
Jessicamouth, IN 55569-5931"
72920.87,5.40,7.74,3.43,35656.23,1125677.604,"625 Sparks Points Suite 055
New James, VT 73805-3854"
76134.68,7.25,8.43,3.13,34956.13,1705889.887,"76611 Michael Manors Apt. 869
Cookburgh, VA 93116"
56957.84,5.97,5.94,2.05,29498.96,783565.1025,"1988 Jessica Fork
North Andrew, IA 58461"
54642.71,6.29,8.98,6.12,42987.07,1355362.956,"7218 Hancock Freeway Apt. 232
Port Jenniferberg, MH 83838-1210"
60018.89,6.65,5.26,3.07,35188.92,927181.0664,"16801 Brittany Rest Apt. 325
Myersbury, NJ 85095-5060"
67417.11,5.73,6.20,3.48,36002.30,1058517.81,"12512 Daniel Lock Apt. 134
Lake Elizabeth, ND 44548"
56088.64,6.43,8.84,6.24,44796.59,1397564.156,"9346 Sean Centers Suite 263
Manuelstad, NJ 06399-8490"
70850.13,5.33,5.49,3.12,14731.97,635429.2305,"621 Davis Green
Lake Stevenville, AS 41733-5352"
69692.47,4.61,6.38,4.27,41818.00,1104701.234,"1146 Madden Hollow Suite 350
Lake Jessicachester, IA 64137-8387"
68104.66,5.90,7.05,3.05,35008.27,1368134.998,"85978 Lauren Rapid Suite 923
Port Thomasborough, MS 02927-8640"
50521.46,7.37,7.15,5.11,36713.86,1204117.419,"34850 Ray Prairie Suite 604
Port Carlosstad, ME 81599-5651"
64900.20,5.31,7.26,3.31,21815.49,517937.5895,"7191 Ian Streets Apt. 620
East Chad, OK 10140-6632"
78951.74,5.44,5.76,2.18,31055.05,1241182.835,"PSC 1520, Box 7020
APO AE 71780-5009"
77553.91,5.06,8.54,6.45,53405.51,1603627.28,"6995 Charles Fields
West Thomas, AL 63220"
56734.35,6.16,8.28,4.30,27982.27,1063206.378,"15315 Donald Rest
Matthewton, PW 88878-9848"
72827.97,7.18,4.42,4.13,39730.48,1269293.209,"977 Mendez Hollow Suite 831
Kristaton, DE 07073-5611"
76306.65,5.36,6.73,4.15,18041.94,1063399.275,"8801 Rodney Views Apt. 724
New Tonya, VT 87883"
57293.43,9.13,7.78,4.30,27991.84,1561313.838,"854 Brown Park Apt. 787
New Alexander, NH 99886"
65088.09,5.78,6.79,3.11,39863.17,1135613.432,"070 Kim Fork Suite 577
Foleytown, OK 41141"
67813.68,5.67,6.40,3.14,30253.86,1057347.166,"1949 Curry Plaza
Darlenestad, PR 25811"
52866.90,6.60,5.77,4.34,31925.90,772310.2278,"160 Andrew Trace
Huangland, IA 01242"
55956.68,6.48,6.51,3.36,32844.56,989263.2366,"08037 Carney Dale
Port Brandyview, AL 41518"
56225.55,5.90,6.69,4.13,35245.74,699323.2624,"8433 Mckenzie Camp Apt. 999
Ellenfurt, PW 42672-3136"
71532.98,8.19,7.12,3.01,28635.37,1596342.909,"232 Richard Islands
East Robintown, NC 49498"
70514.43,4.44,7.31,5.41,52378.25,1499153.081,"45151 Wilson Spur
Baxterhaven, NH 27115"
54673.52,4.50,7.08,5.31,39160.55,770770.5849,"825 Mueller Ford
New Shane, MI 37002-7573"
58412.28,5.67,8.28,6.47,22900.11,1055484.373,"2034 Erik Port Apt. 331
Port David, OR 90557-4698"
64861.91,6.40,8.08,5.31,25032.14,1240503.524,"950 Ellison Haven Suite 426
Port Annaburgh, ID 16828-6481"
82632.05,5.30,5.04,3.38,13162.98,900973.3764,"0437 Martinez Lane
East Joseph, AK 09199-1914"
71499.81,5.53,6.77,3.11,27417.11,1035976.953,"47405 Martin Run Apt. 389
Lake Charles, FL 96293"
75034.52,5.78,5.52,3.28,25348.47,1086447.511,"247 Gray Loop
Guerreroburgh, MA 24294"
55447.08,6.89,7.71,5.00,37723.28,1366980.91,"92948 Woods Wall
New Staceyshire, TX 86313"
80196.24,6.68,7.28,3.17,48694.86,1616937.019,"USS Cline
FPO AE 69903"
60480.05,7.01,7.16,4.24,46361.63,1639944.959,"02885 Mckinney Meadow Suite 406
Ashleymouth, ND 26595"
40581.78,4.17,7.42,5.44,48820.23,509499.589,"834 Thompson Shoals Apt. 599
East Taylor, OK 24778-2378"
61932.87,6.69,6.75,4.34,34143.05,1200125.447,"7111 Woods Lights
Port Allenbury, MS 27607"
94392.90,7.04,8.29,6.32,41462.13,2142896.556,"76991 Brenda Drive
Rodriguezberg, MH 98017"
66236.43,6.32,6.36,4.01,45921.54,1301089.712,"8884 Larson Key Suite 171
Blakeview, WA 33784"
76771.89,7.47,7.53,4.26,35690.22,1860648.745,"619 Clark Knoll
Cathyland, TX 81648-3242"
75851.04,6.30,7.15,4.45,26831.54,1283996.968,"092 Nguyen Fort
Aguilarland, MO 95985"
60509.84,5.22,7.72,5.29,35376.73,947355.9701,"4470 Stephanie Pike Suite 611
West Andrewview, CA 57736-5669"
62052.19,4.14,6.48,4.17,41722.66,875799.2473,"5405 Nathaniel Summit
Michaelmouth, FM 84962"
61657.04,7.52,7.93,4.00,42285.96,1483041.335,"5339 Lopez Mountain
Williamsfort, NV 08346-3010"
92609.23,5.49,7.46,5.14,29421.17,1508856.424,"95811 Cindy Rapids Apt. 459
Thomashaven, MO 02207"
81038.14,5.02,6.80,2.36,35371.21,1302814.489,"038 Jones Forest
Brianhaven, NM 05635"
54012.57,6.46,7.19,5.07,21653.98,747396.2531,"8942 Bowers Forges Apt. 573
Nathanberg, VA 30348-1606"
65573.46,6.06,9.09,3.43,58195.46,1723397.089,"89446 Jessica Station Apt. 364
New Michaelport, GA 28746-5966"
57335.79,5.26,7.42,6.43,41826.05,1059431.451,"84812 Boyd Port
Christensenborough, MO 21303-3504"
64098.08,6.58,7.96,3.49,43769.97,1309397.049,"37624 Beasley Knolls Apt. 509
New Nicole, MS 83916-9652"
65212.37,5.79,7.64,5.05,29582.72,981232.6124,"2067 Aaron Fall
Alexanderside, MI 06586-6037"
65256.14,6.54,6.90,3.24,37875.20,1389763.822,"25358 Stevens Inlet
Olsonton, MD 97980-7025"
89488.64,5.25,7.29,6.12,49089.96,1599963.807,"Unit 3501 Box 8218
DPO AE 63996"
54415.83,6.82,8.01,3.25,38937.79,1208843.277,"2469 Stevens Gateway
Lake Michellefurt, MO 19185"
76674.52,7.15,9.29,6.17,43156.09,2059301.343,"619 Sherri Loaf Apt. 787
Scottton, CA 35799"
62702.37,5.78,8.13,3.27,47285.46,1272337.504,"0407 Bowman Drive
Michellefurt, MO 55493-7726"
72788.17,6.56,7.34,3.09,31765.90,1390377.375,"271 Melissa Rue
Port Blake, ID 78071-7206"
72415.43,6.27,7.37,4.08,28885.05,1212899.219,"771 Suzanne Light Apt. 855
North Anthony, MS 26234-8124"
73896.10,6.18,6.08,3.05,44256.78,1393482.85,"388 Earl Radial Suite 826
Richardchester, DC 95826"
87541.45,6.57,6.40,3.22,31044.98,1603046.179,"8588 Walker Via Apt. 226
Watersview, IN 23864-4168"
71843.76,5.75,7.43,4.44,27676.27,1063069.916,"65209 Jennifer Roads Apt. 115
New Lauren, IN 78818-0022"
74141.33,4.99,6.67,3.40,46905.19,1068492.613,"666 Peterson Harbor Suite 876
Hoodshire, NM 56769-5455"
74101.49,6.28,6.87,3.46,34628.54,1337973.732,"0896 James Rest Apt. 398
Olsonfort, PR 42737-3822"
42943.94,6.29,8.37,3.25,34468.87,889831.1511,"53018 Hunt Ranch
Fletcherville, FM 11404"
71267.71,5.58,8.11,4.40,36795.40,1308231.769,"96391 Deborah Glens Apt. 970
East Nicole, ND 32805-3760"
72655.65,7.55,7.20,4.10,23623.30,1612102.097,"8608 Christopher Springs Apt. 416
Brownton, GU 32886-6900"
72531.13,4.66,6.50,4.18,15167.41,578161.4955,"7522 Chavez Meadow
North Jason, FM 78402"
72259.58,6.89,6.26,2.00,45598.90,1454126.551,"89810 Rachel Inlet Apt. 187
Christyland, MO 11000-1430"
63593.95,8.02,8.01,6.47,40186.29,1684537.961,"722 James Plaza Apt. 832
South Christophershire, PR 59771-1651"
85696.20,6.39,4.84,4.47,24138.07,1347210.092,"34339 Hampton Turnpike
Mclaughlinborough, OK 38420"
80077.93,5.74,7.44,4.50,30774.39,1603342.669,"PSC 1954, Box 1271
APO AP 28196"
75339.92,5.41,7.42,5.07,49307.21,1383563.574,"USNS Jensen
FPO AP 08769"
54618.24,6.00,5.76,4.12,40673.92,705444.1168,"8031 Pennington Mission
Port Nicholas, MA 07353"
66829.18,5.58,7.34,4.22,48776.93,1418045.719,"09952 Newman Club Suite 825
Amberland, RI 48384-8566"
82760.38,6.14,6.78,4.00,33839.09,1457755.979,"76850 Angela Ranch Suite 680
Gamblefurt, CO 31477-5548"
79769.05,7.12,7.87,5.41,22669.67,1617405.425,"202 Smith Knoll Apt. 637
North Joseph, ME 93313-2537"
46800.37,7.15,4.51,4.24,29587.14,456019.1712,"219 David Overpass Apt. 605
East Shannonland, HI 53312-1726"
78186.28,5.50,7.18,4.37,28130.27,1348804.229,"1355 Anna Village
Markmouth, IN 91104-9758"
65091.31,5.35,8.59,5.42,49224.09,1579360.825,"614 Murphy Square
Jefferyberg, NH 38328"
51218.68,4.86,6.61,2.35,21091.59,385678.1667,"57906 Acosta Villages Suite 474
North Josephshire, MH 62971-7674"
74095.71,5.91,6.85,3.00,32774.02,1121023.437,"688 Matthew Dale Suite 274
Lake John, FL 43555"
62769.03,5.57,7.78,4.45,43314.16,1178553.616,"63543 Jackson Knolls
Lake Lori, VT 96312"
64836.65,6.49,8.27,6.30,35163.52,1296467.994,"336 Tiffany Via
Christophertown, CA 97338-2426"
59141.80,5.63,4.20,2.17,29386.58,313651.5032,"52281 Nathaniel Road Suite 762
New Ericchester, FL 44640-9252"
66698.74,4.79,8.37,5.21,51747.78,1530294.577,"169 Schneider Tunnel Apt. 560
Port Don, RI 23820"
75892.51,4.72,6.79,3.15,40908.89,1249914.395,"USS Barnett
FPO AA 60146-8106"
70031.27,4.62,9.19,4.13,36679.43,1270432.4,"67132 James Wall Apt. 108
Johnshire, GU 39221"
79757.02,3.96,6.36,2.08,45130.83,1123753.734,"9321 Caleb Locks
Port Jennifer, OK 91266"
60029.43,5.71,7.99,6.01,32818.07,1005087.361,"6194 Rios Spring
North Jeanette, WI 16894-6620"
70329.41,5.99,8.34,4.36,48077.26,1712282.259,"6942 Hebert Via
Charlesmouth, PA 12757-7878"
65907.95,5.51,5.73,3.39,33303.54,698457.6776,"423 Destiny Fort
Gravesmouth, TN 13035-8269"
87068.25,6.43,6.54,4.12,16083.14,1322439.108,"USCGC Johnson
FPO AP 53323"
76327.21,7.08,6.58,3.13,42939.27,1599615.745,"185 Mitchell Turnpike
Lake Marciamouth, OH 69530-5024"
62315.58,6.68,5.76,3.41,47163.75,1142264.248,"83004 Kari Squares
Lake Rose, TX 01776"
63579.90,3.34,7.22,6.47,51246.10,1012768.756,"21810 Cross Mountains
Thomasmouth, HI 73708-6559"
66197.67,5.79,5.90,4.19,55849.47,1244916.548,"16466 Mason Roads Apt. 483
New Danaberg, RI 19799"
65984.30,5.56,5.77,2.18,40976.79,1016526.594,"99244 Murphy Trace
Jonesfort, MH 08157-7083"
70894.14,7.04,6.94,4.01,24878.46,1383565.696,"36848 Matthew Fork
South Melissa, CA 82348-6348"
78186.24,5.84,5.13,4.17,49617.73,1526369.647,"296 Cline Roads Apt. 767
Jessemouth, NE 63904"
59539.41,6.31,7.87,3.23,14403.84,961495.0964,"531 Brian Lock
Davisview, MO 66345"
77163.30,5.05,7.51,6.06,27766.76,1228362.747,"8223 Henderson Plains Apt. 962
Garciaburgh, IN 38863-1765"
67082.03,6.24,9.03,4.45,40412.05,1674680.741,"6639 Mccullough Unions Suite 736
Merrittbury, AS 47809"
53120.63,6.81,9.20,5.39,36100.58,1411217.493,"52362 Garner Orchard
Christopherberg, UT 37093"
79095.28,6.67,6.74,2.50,23624.25,1476392.551,"84108 Michelle Port Apt. 163
North Bobby, PW 48245-3014"
71244.17,6.48,5.33,2.36,15769.20,751324.1387,"245 Benjamin Valley Apt. 423
North Reneestad, VT 20890-3730"
79058.94,5.02,6.68,3.35,35074.26,1366714.376,"919 Sawyer Square Apt. 247
Port William, IA 71873"
84703.63,5.92,6.88,2.36,51169.59,1718625.945,"Unit 9191 Box 9148
DPO AP 40640"
73001.11,4.73,8.46,3.38,45338.09,1344869.28,"1725 Torres Drive
Rodriguezland, DE 09997-1021"
90972.41,5.40,7.32,3.37,24943.96,1442079.057,"3168 Jake Union Apt. 110
New Lisa, FM 38214-6178"
77362.05,6.03,5.38,3.31,24171.18,1000892.046,"719 Breanna Hills
Davidsonhaven, WY 33925-2459"
70850.17,6.43,8.58,5.23,42035.99,1553395.562,"457 Jones Court
Port Melinda, PA 73537-2284"
81248.20,7.94,6.75,4.25,48922.52,1969256.933,"52177 Benjamin Avenue Apt. 465
Port Aprilstad, AS 08005"
72173.33,5.64,6.81,2.20,42946.08,1435261.987,"951 Ann Locks Suite 590
Edwardsstad, OH 89516-4794"
46627.79,5.28,6.41,3.28,37302.53,718874.6798,"Unit 8914 Box 7372
DPO AP 59681"
82113.98,6.74,6.60,2.43,51561.26,1883082.276,"5738 Carly Rue Suite 254
East Emma, VA 03733-4170"
62622.48,6.04,8.84,6.16,48899.51,1502443.23,"88628 Andrew Pines
Joshuafort, CO 48304-5880"
70607.28,6.84,4.54,3.42,58793.27,1513650.381,"98001 James Lakes Apt. 948
South Josephtown, MN 32946"
80335.96,6.05,5.17,4.04,56689.28,1410264.405,"USCGC Tyler
FPO AA 70076"
58765.04,5.51,4.88,4.12,30997.44,647691.8352,"57034 Perez Cliff Apt. 139
East Christianville, WY 76686"
86849.84,5.69,6.18,3.01,45178.47,1675062.891,"6522 Mark Pines Suite 273
Clarkborough, MO 71914"
71918.67,7.91,7.09,5.28,23690.70,1336134.486,"23916 Jackson Run
New Michelleborough, WV 24268-8683"
75513.25,4.61,8.09,6.50,37175.07,1376240.615,"8593 Davis Court
Port Keith, VA 80809"
66359.15,6.55,8.04,6.42,32976.81,1680017.24,"637 Ian Motorway Apt. 029
West Jeffreyview, ME 13035-5854"
68638.11,6.45,5.98,2.49,25380.41,1186025.951,"813 Mason Burg
East Richard, MP 69145-2326"
86084.34,6.14,6.78,4.33,24447.11,1460044.546,"USS Mason
FPO AA 65492-7228"
55076.07,5.96,6.50,4.06,23794.95,650939.2067,"541 Baldwin Orchard Apt. 917
Neilland, IL 40407"
74682.22,7.20,7.33,4.12,39293.65,1525690.995,"71906 Potter Turnpike Apt. 956
Port Matthew, MN 69112-7004"
69379.24,8.21,8.27,6.40,34612.76,1827476.196,"74689 Greer Stream Suite 365
West Matthew, TX 02902-3581"
61431.83,6.96,6.07,3.18,32912.04,860399.3452,"06597 Greene Corners Apt. 209
Port Timothyberg, MS 80455-5427"
74085.69,5.89,7.81,5.35,32481.52,1574181.732,"0464 Bradley Ports Suite 645
Lanemouth, OR 49432"
54204.81,4.95,5.06,3.39,39735.07,333160.9943,"449 Doyle Field
Kingview, MA 00689-4705"
60842.80,5.73,8.12,3.20,45258.16,1279681.154,"73921 Cynthia Junctions
Port Kennethville, FM 58422"
85429.47,6.34,6.63,3.32,36411.83,1594748.125,"63830 Jacob Prairie Apt. 334
Kristinashire, RI 38231"
76602.89,5.63,8.44,5.13,20927.43,1495375.423,"777 Hansen Isle
Vazquezfort, PW 27312"
65629.88,6.42,7.52,6.19,17609.20,954732.9038,"8519 Bill Point Apt. 668
Jennifertown, PW 47261"
74227.50,6.99,6.83,2.46,25934.65,1426695.686,"1838 Robert Loaf
Elizabethstad, IA 77627-5234"
79671.41,6.30,6.84,2.44,35953.16,1468459.955,"Unit 3667 Box 2267
DPO AE 61231"
71816.28,5.49,8.63,6.27,41178.26,1607863.828,"93115 Hernandez Freeway Suite 114
New Katherineton, OR 54277"
54623.77,5.84,8.30,4.03,41939.52,888866.3945,"0080 Joseph Club
Port Amy, NC 28150-6291"
61536.56,6.67,6.99,2.15,29346.72,1151341.85,"74054 Young Forge Apt. 988
East Heather, AK 49274-2640"
66357.53,6.38,7.22,6.36,38072.28,1045704.7,"2074 Smith Springs Suite 338
Richardsonchester, OR 20535-4560"
64957.93,5.08,7.65,4.00,49513.90,1279160.988,"65120 Reyes Tunnel Suite 330
West Rebeccaport, MS 37254"
86895.60,6.69,7.32,6.26,38042.74,1799455.406,"536 Phillips Fords Apt. 176
West Anthony, VA 58934"
90533.31,6.71,8.15,3.23,46610.74,2005167.48,"91071 Denise Freeway Suite 888
Melissaland, TX 63704-8729"
65939.88,7.48,7.56,6.18,29620.84,1492612.189,"57193 Mary Inlet
South Sarah, ND 33659-6734"
56505.83,5.30,7.80,3.43,30995.49,976481.7168,"770 Cole Rest
Lunafurt, FL 70678-5139"
60564.05,5.67,8.38,5.03,49574.10,1247002.164,"435 Javier Corner
Cynthiafurt, IL 83098"
78606.75,7.03,5.09,3.37,51235.59,1426682.135,"41964 Christopher Station Suite 009
Flowersfort, DE 95607"
72747.13,5.67,6.78,3.35,35060.35,1171989.718,"0848 Keith Mill
Waltonside, CA 81957-8915"
76193.72,6.00,7.91,4.18,26736.10,1370909.952,"32090 Robert Square Apt. 919
New Nicholehaven, KS 16741"
70912.89,5.35,7.51,3.46,20797.82,1083071.56,"84121 Ward Ford Suite 273
Hoffmanport, MN 83454"
81922.75,6.13,6.72,2.01,21677.01,1065656.023,"446 Mills Route
South Cassandraburgh, AK 29833"
73312.89,7.24,7.06,4.16,32256.70,1492095.143,"8380 Samantha Summit Suite 590
Hollyborough, TN 60032"
48483.94,6.08,7.41,5.05,35848.08,936864.6878,"3964 Daniel Station
Jasontown, NH 71994"
85009.07,6.47,6.77,3.39,48601.80,1966139.928,"196 Kelley Loop Suite 005
Angeltown, ID 16902-5142"
79029.46,7.41,5.45,4.24,48607.10,1558196.969,"8367 Vanessa Pass
East Williamshire, MI 45548-5315"
70301.24,5.81,5.84,3.25,49076.65,1280588.342,"390 Michael Port Suite 979
West Donna, MD 10261-3561"
46339.90,4.17,8.16,4.27,52123.99,853750.6529,"41866 Anderson Radial
Port Emilybury, FM 51150"
68272.32,4.08,7.98,4.05,30937.83,978824.6016,"36555 Hanson Alley
South Josestad, IL 91432"
60285.61,5.14,9.92,3.14,27370.19,1273554.278,"537 Samantha Greens
Avilaton, PA 17089-7225"
62671.73,5.54,6.40,4.44,31702.71,798659.2171,"21986 Smith Path Suite 568
Deniseland, MO 01264"
66615.89,6.40,4.89,4.01,48604.07,1114128.47,"45643 Kennedy Rapid Suite 513
Warrenborough, PW 18980"
78431.31,4.56,7.50,3.13,23623.30,1108894.003,"840 Perez Locks Apt. 873
Fischerview, NY 27017-1359"
46646.71,6.33,6.73,3.45,34006.87,710269.214,"453 Tyler Prairie Apt. 400
Swansonton, VI 02880-4927"
72405.47,4.37,7.47,6.31,35062.89,1142127.884,"2313 Scott Oval Apt. 548
Lake Marc, NM 56060-8708"
66225.90,6.33,6.48,3.47,44384.52,1378269.573,"99101 Tyler Islands
Newtonborough, AL 02663-1084"
56106.36,7.00,6.74,3.48,46002.90,1140126.187,"90378 Johnson Villages Apt. 922
Murraymouth, FL 94296-8379"
65896.42,5.83,6.59,2.20,34170.34,999146.8694,"8248 Sanford Fords Apt. 973
Christopherburgh, NM 32197"
71601.64,6.07,7.25,4.24,34787.47,1289201.391,"2334 Morgan Highway Apt. 273
Brownland, SC 27143"
57584.85,6.24,4.67,2.12,46724.90,973197.7753,"5643 Jordan Keys
South Lindsayfort, KY 46709"
65075.86,6.72,8.10,6.26,30826.08,1511653.455,"46416 Anderson Brooks
Kathrynland, DE 39602"
69635.60,6.72,6.26,2.09,26312.36,1158677.202,"74700 Hardy Radial
East Lauraport, CA 80651"
62829.04,5.66,7.14,6.13,29277.54,1009093.802,"3751 Angela Drive Apt. 582
South Jasonchester, IN 48313"
57093.56,6.68,6.99,2.18,19379.02,861013.9461,"Unit 4757 Box 3874
DPO AA 60431-7818"
72919.13,5.39,7.28,4.49,26625.14,1064371.764,"8562 Denise Garden Suite 588
Lake Luisbury, AZ 98355-7245"
92774.68,5.99,7.16,5.38,35016.46,1883469.244,"97943 Robbins Lodge
North Jessicaborough, FM 21168-1978"
59443.20,7.23,8.36,3.09,28100.32,1191340.826,"89675 Kelly Roads
New Richard, PA 14828-0201"
71677.31,5.23,6.58,3.39,38736.90,1300303.407,"9809 Carr Terrace Apt. 481
Austinfort, NJ 72675-4589"
77620.92,5.87,6.68,4.12,29115.68,1126042.405,"43829 Tonya Lake Apt. 645
New Carrie, CA 59152-5736"
95236.14,5.69,7.07,3.42,41524.58,1848511.108,"8493 Scott Greens Apt. 211
Saundersland, CT 88192"
73145.49,5.70,5.64,2.00,31750.27,1072874.61,"5169 Walker Vista
East Nicolemouth, FL 44286-6762"
62311.39,5.49,5.69,4.23,51601.59,1019127.733,"59911 Anderson Corner
Hatfieldfurt, NY 23873"
66854.39,5.02,6.65,4.16,41382.73,1210161.07,"USNV Bowers
FPO AE 55109"
70520.27,6.63,6.15,4.48,51639.31,1561234.133,"Unit 3833 Box 0744
DPO AA 72399"
94241.82,7.70,8.07,6.29,39139.57,2180065.598,"67636 Valerie Drive Apt. 521
Port Curtis, AZ 05188"
83664.39,4.95,7.65,4.30,39642.13,1665515.246,"634 James Ridge
Joannberg, OH 06034"
62241.12,5.29,7.23,3.18,55613.38,1307136.335,"2452 Newton Land
Harrellfort, NC 21836-9924"
74286.58,7.10,6.34,2.44,33439.44,1604207.684,"8181 Lindsey Port Suite 426
Lambertchester, PW 76810"
70217.78,5.58,6.43,4.10,38779.35,1057125.839,"716 Morrison Springs Suite 374
New George, GA 21037-4111"
35454.71,6.86,6.02,4.50,59636.40,1077805.578,"Unit 4700 Box 1880
DPO AP 18074"
80707.40,6.71,5.36,2.25,25433.30,1328525.02,"163 Pamela Landing
Fosterberg, WI 71392"
54921.91,4.82,6.13,3.09,49547.46,1017775.512,"028 Nelson Avenue
Lake Robertshire, MN 86622"
67258.59,6.37,6.52,2.45,50955.57,1443816.971,"6846 Williamson Knolls Apt. 151
Dannytown, LA 95505-3099"
77509.14,6.12,7.35,5.46,18264.23,1322010.057,"8788 Durham Meadow
New Ashley, ND 80433-7740"
57759.77,5.44,6.10,3.29,49698.20,1064939.523,"02322 Lee Corners Suite 340
North Melissachester, NM 76673-2500"
54234.38,5.22,7.09,6.33,37394.00,768541.9161,"284 Brewer Cove Suite 667
Dianestad, NC 60001"
63438.73,5.64,9.15,6.12,32180.36,1244563.275,"06470 Mark Hill Apt. 141
Sarahberg, IA 52526-1002"
40141.57,5.06,7.40,4.46,53364.46,744291.0273,"359 Kevin Fall Suite 310
North Anitaton, NJ 95026"
86197.03,6.04,7.66,3.34,44099.54,1879416.222,"16010 Susan Mission
Maryside, NE 15346-2597"
75992.00,5.04,6.98,3.17,39503.10,1131698.214,"PSC 4164, Box 8962
APO AA 52601"
61482.98,4.38,7.79,5.02,34993.84,1000713.586,"231 Herrera Alley Suite 803
Callahanmouth, SD 18566-2784"
70256.36,5.00,8.58,3.10,45672.39,1313128.138,"535 Heidi Cliffs Apt. 629
New Williamtown, AL 63784"
91328.09,5.13,6.54,4.32,49530.00,1810561.175,"77477 Carolyn Station
Williamview, CT 43341-8573"
75106.28,7.21,8.07,5.50,41143.44,1877268.75,"PSC 6350, Box 8643
APO AP 35298"
79908.16,5.73,6.45,3.30,40229.99,1495672.594,"8362 Barnes Roads Apt. 601
North Lisa, NC 31556"
93763.11,4.97,6.34,2.19,44047.91,1708102.102,"69956 Douglas Pine Suite 762
Johnsonfurt, AR 89807"
